car_num,ct_name,psevdoname,std_kap,std_ppr,std_dep,std_vogi
58195546,Газовые,14-94-1,2027-08-31,2019-12-03,2019-01-08,2022-02-27
58195660,Газовые,14-94-1,2026-08-23,2019-04-11,2018-08-09,2021-04-17
58200791,Газовые,14-94-1,2019-01-29,2018-08-30,2018-11-19,2024-08-29
58207655,Газовые,12-1037,2019-10-16,2020-02-13,2018-05-04,2026-02-12
58207697,Газовые,12-1037,2020-02-07,2019-06-14,2022-06-29,2025-06-13
58207796,Газовые,12-1037,2019-12-14,2019-11-06,2023-04-11,2025-11-05
58207804,Газовые,12-1037,2020-12-31,2019-12-27,2022-12-31,2025-12-26
58207820,Газовые,12-1037,2019-10-15,2020-02-25,2018-10-20,2026-02-24
58207846,Газовые,12-1037,2019-10-16,2020-02-23,2018-08-30,2026-02-23
58207879,Газовые,12-1037,2019-10-16,2020-02-20,2019-01-12,2026-02-19
58207903,Газовые,12-1037,2019-10-19,2020-01-31,2018-07-07,2026-01-30
58207911,Газовые,12-1037,2021-04-26,2020-02-12,2023-04-26,2026-02-11
58208026,Газовые,12-1037,2019-10-21,2020-03-31,2018-06-19,2026-03-30
58208034,Газовые,12-1037,2019-03-02,2020-03-06,2021-10-23,2026-03-05
58208059,Газовые,12-1037,2019-12-02,2020-04-14,2022-12-26,2026-04-13
58208067,Газовые,12-1037,2019-10-22,2020-01-25,2018-09-24,2026-01-24
58212333,Газовые,19-1851,2026-04-16,2019-04-13,2019-04-16,2019-04-13
58214008,Газовые,12-1037,2025-08-05,2019-04-20,2019-07-23,2020-09-14
58219635,Газовые,11-1406,2022-05-12,2019-06-13,2019-12-15,2025-06-12
58219643,Газовые,11-1406,2022-03-08,2020-02-04,2020-03-04,2026-02-03
58224155,Газовые,19-1851,2025-06-28,2019-06-06,2018-06-28,2022-03-13
58224163,Газовые,19-1851,2026-02-28,2020-02-14,2019-02-28,2022-03-04
58224171,Газовые,19-1851,2025-07-19,2019-07-10,2021-01-12,2021-11-08
58224189,Газовые,19-1851,2025-02-02,2019-01-15,2019-09-01,2021-08-30
58224205,Газовые,19-1851,2025-11-13,2019-10-10,2021-03-06,2022-04-11
58224247,Газовые,19-1851,2025-08-23,2019-07-31,2018-06-14,2022-01-29
58224254,Газовые,19-1851,2025-06-06,2019-05-16,2020-07-11,2022-01-18
58224262,Газовые,19-1851,2025-07-22,2019-07-31,2020-08-15,2025-07-30
58224288,Газовые,19-1851,2024-10-09,2018-11-04,2019-04-08,2022-09-22
58224304,Газовые,19-1851,2024-10-04,2018-06-18,2019-04-13,2021-06-04
58224353,Газовые,19-1851,2025-07-16,2019-06-15,2019-08-11,2021-12-15
58224361,Газовые,19-1851,2025-08-15,2019-10-10,2020-11-22,2021-09-17
58224379,Газовые,19-1851,2025-02-20,2018-12-27,2019-12-31,2021-09-18
58224411,Газовые,19-1851,2025-10-21,2019-10-27,2018-06-19,2021-12-26
58224437,Газовые,19-1851,2025-10-01,2019-08-06,2018-10-01,2021-10-24
58224445,Газовые,19-1851,2025-07-18,2019-08-04,2020-09-23,2021-08-13
58224452,Газовые,19-1851,2025-08-14,2019-07-26,2018-06-11,2022-01-31
58224460,Газовые,19-1851,2025-02-20,2019-01-28,2020-03-27,2021-10-10
58224478,Газовые,19-1851,2025-11-16,2019-08-27,2018-09-16,2022-02-21
58224486,Газовые,19-1851,2025-06-06,2019-05-14,2020-10-10,2021-11-21
58224494,Газовые,19-1851,2026-04-15,2019-12-08,2019-04-15,2022-06-20
58224510,Газовые,19-1851,2026-02-28,2020-02-24,2019-02-28,2022-05-15
58224528,Газовые,19-1851,2025-10-26,2019-11-19,2021-03-26,2022-06-06
58224536,Газовые,19-1851,2025-02-20,2019-02-02,2019-10-10,2021-10-24
58224544,Газовые,19-1851,2026-07-20,2020-03-02,2019-07-20,2023-02-19
58224569,Газовые,19-1851,2026-02-20,2020-02-04,2018-11-10,2022-04-18
58224577,Газовые,19-1851,2025-05-18,2019-07-03,2018-05-18,2021-12-10
77664191,Газовые,11-160-9,2024-08-13,2019-07-17,2019-03-30,2022-08-13
77664290,Газовые,11-160-9,2024-08-11,2018-07-26,2020-07-31,2022-08-11
77664399,Газовые,11-160-9,2024-08-14,2018-08-01,2018-12-10,2022-08-14
77664498,Газовые,11-160-9,2024-08-13,2018-08-10,2020-08-09,2022-08-13
77664597,Газовые,11-160-9,2024-08-14,2018-08-01,2018-12-02,2022-08-14
77664696,Газовые,11-160-9,2024-08-11,2019-07-01,2019-06-03,2022-08-11
77664795,Газовые,11-160-9,2024-08-11,2018-08-12,2018-12-29,2022-08-11
77664894,Газовые,11-160-9,2024-08-11,2018-08-12,2019-07-10,2022-08-11
77664993,Газовые,11-160-9,2024-08-13,2018-09-13,2018-12-28,2022-08-13
77665099,Газовые,11-160-9,2024-08-13,2019-07-10,2019-01-23,2022-08-13
77665198,Газовые,11-160-9,2024-08-11,2019-07-17,2019-07-06,2022-08-11
77665297,Газовые,11-160-9,2024-08-11,2019-04-22,2019-06-15,2022-08-11
77665396,Газовые,11-160-9,2024-08-13,2019-07-27,2019-11-02,2022-08-13
77665495,Газовые,11-160-9,2024-08-13,2018-12-05,2018-09-21,2022-08-13
77665594,Газовые,11-160-9,2024-08-13,2019-07-05,2019-08-09,2022-08-13
77665792,Газовые,11-160-9,2024-08-11,2018-08-09,2019-06-27,2022-08-11
77665891,Газовые,11-160-9,2024-08-11,2018-07-31,2018-12-07,2022-08-11
77666097,Газовые,11-160-9,2024-08-11,2018-08-09,2019-03-14,2022-08-11
77666196,Газовые,11-160-9,2024-08-11,2018-08-19,2018-10-02,2022-08-11
77666295,Газовые,11-160-9,2024-08-12,2018-07-31,2019-01-20,2022-08-12
77667194,Газовые,11-160-9,2024-08-13,2018-08-27,2018-12-10,2022-08-13
77667392,Газовые,11-160-9,2024-08-13,2019-07-25,2018-10-13,2022-08-13
77667491,Газовые,11-160-9,2024-08-13,2018-07-31,2019-07-14,2022-08-13
77667590,Газовые,11-160-9,2024-08-13,2018-08-06,2019-11-30,2022-08-13
77667699,Газовые,11-160-9,2024-08-13,2018-07-31,2019-06-03,2022-08-13
77667798,Газовые,11-160-9,2024-08-13,2018-08-01,2018-12-15,2022-08-13
77667897,Газовые,11-160-9,2024-08-13,2019-07-25,2019-08-06,2022-08-13
77667996,Газовые,11-160-9,2024-08-13,2018-08-12,2019-03-16,2022-08-13
77668093,Газовые,11-160-9,2024-08-13,2019-04-09,2018-10-26,2022-08-13
77668697,Газовые,11-160-9,2024-08-14,2019-07-07,2019-03-16,2022-08-14
77668796,Газовые,11-160-9,2024-08-14,2019-07-11,2019-07-18,2022-08-14
77669190,Газовые,11-160-9,2024-08-14,2019-07-22,2019-06-05,2022-08-14
77669299,Газовые,11-160-9,2024-08-14,2018-07-24,2019-02-07,2022-08-14
77669398,Газовые,11-160-9,2024-08-14,2019-08-03,2019-05-22,2022-08-14
77669497,Газовые,11-160-9,2024-08-15,2018-11-05,2020-06-07,2022-08-15
77669596,Газовые,11-160-9,2024-08-18,2019-07-09,2020-01-20,2022-08-18
76695253,Газовые,13-54-6,2023-11-25,2019-11-27,2018-05-16,2021-11-25
77395093,Газовые,11-160-9,2023-10-23,2019-11-30,2018-10-07,2021-10-23
77691996,Газовые,14-168-2,2024-09-14,2018-08-27,2018-09-26,2022-09-14
76694850,Газовые,13-54-6,2023-11-19,2019-11-23,2018-05-08,2021-11-19
77380798,Газовые,11-160-9,2023-11-28,2020-01-10,2018-04-21,2021-11-28
77384196,Газовые,11-160-9,2023-11-29,2019-09-04,2019-07-26,2021-11-29
77689792,Газовые,14-168-2,2024-09-07,2018-08-24,2019-08-21,2022-09-07
77691293,Газовые,14-168-2,2024-09-12,2019-04-21,2018-05-08,2022-09-12
77691897,Газовые,14-168-2,2024-09-13,2018-08-22,2018-12-07,2022-09-13
77692093,Газовые,14-168-2,2024-09-14,2018-08-22,2019-01-18,2022-09-14
77692192,Газовые,14-168-2,2024-09-14,2018-09-16,2018-08-06,2022-09-14
77692499,Газовые,14-168-2,2024-09-14,2020-02-16,2019-02-28,2022-09-14
77692895,Газовые,14-168-2,2024-09-16,2018-09-19,2018-05-19,2022-09-16
77693190,Газовые,14-168-2,2024-09-16,2018-09-09,2018-10-13,2022-09-16
77693794,Газовые,14-168-2,2024-09-18,2018-09-04,2019-07-25,2022-09-18
77693992,Газовые,14-168-2,2024-09-19,2020-03-25,2020-04-15,2022-09-19
77694099,Газовые,14-168-2,2024-09-19,2020-04-17,2019-04-25,2022-09-19
77694297,Газовые,14-168-2,2024-09-20,2018-09-09,2018-12-31,2022-09-20
77694792,Газовые,14-168-2,2024-09-01,2020-04-21,2019-04-27,2022-09-01
77695492,Газовые,14-168-2,2024-09-04,2018-09-11,2018-09-25,2022-09-04
77697092,Газовые,14-168-2,2024-09-09,2018-08-27,2018-12-13,2022-09-09
77697399,Газовые,14-168-2,2024-09-10,2018-08-27,2019-01-30,2022-09-10
77697498,Газовые,14-168-2,2024-09-10,2018-09-01,2019-08-04,2022-09-10
77698199,Газовые,14-168-2,2024-09-12,2018-09-06,2018-09-01,2022-09-12
77699593,Газовые,14-168-2,2024-09-17,2018-09-06,2018-07-15,2022-09-17
58224585,Газовые,19-1851,2025-04-21,2018-12-11,2019-01-06,2021-10-08
58224593,Газовые,19-1851,2025-06-26,2019-06-21,2018-06-26,2022-01-28
58224601,Газовые,19-1851,2026-03-31,2020-04-12,2019-03-31,2021-05-21
58224627,Газовые,19-1851,2024-09-11,2018-08-29,2019-09-14,2021-10-09
58224643,Газовые,19-1851,2026-02-17,2020-02-14,2019-02-17,2022-05-07
58224650,Газовые,19-1851,2025-07-24,2019-08-12,2020-08-11,2021-10-16
58224676,Газовые,19-1851,2025-12-28,2020-01-08,2018-12-28,2022-04-18
58224684,Газовые,19-1851,2025-05-25,2019-05-15,2018-05-25,2021-12-26
58224692,Газовые,19-1851,2026-02-22,2020-02-04,2019-02-22,2022-04-08
58226143,Газовые,19-1851,2019-02-03,2020-01-03,2019-02-03,2021-03-28
58226150,Газовые,19-1851,2025-12-11,2019-11-19,2018-12-11,2022-01-22
58226168,Газовые,19-1851,2025-10-27,2019-09-25,2018-06-12,2022-01-14
58226192,Газовые,19-1851,2025-07-01,2019-07-31,2018-07-01,2021-12-06
58226200,Газовые,19-1851,2025-02-27,2019-06-06,2020-12-07,2021-10-10
58226218,Газовые,19-1851,2026-02-21,2020-02-04,2019-02-21,2023-04-08
58226234,Газовые,19-1851,2026-04-22,2020-01-03,2019-04-22,2022-07-24
58226242,Газовые,19-1851,2025-02-26,2018-11-27,2019-06-28,2021-11-19
58226259,Газовые,19-1851,2025-07-28,2019-09-20,2019-11-12,2021-09-18
58226275,Газовые,19-1851,2025-12-21,2019-12-08,2020-07-27,2022-02-12
58226291,Газовые,19-1851,2026-02-25,2020-04-02,2019-02-25,2022-07-14
58226341,Газовые,19-1851,2025-10-28,2019-11-22,2020-11-04,2021-12-25
58226358,Газовые,19-1851,2025-03-30,2019-06-06,2020-08-06,2021-11-07
58226366,Газовые,19-1851,2025-06-05,2019-01-10,2019-11-15,2022-01-16
58226390,Газовые,19-1851,2025-08-13,2019-08-04,2018-08-13,2021-10-15
58226432,Газовые,19-1851,2025-06-01,2019-02-21,2019-07-11,2021-11-07
58226481,Газовые,19-1851,2027-01-19,2019-01-07,2020-01-19,2023-04-01
58226499,Газовые,19-1851,2025-05-21,2019-05-15,2020-11-16,2022-01-23
58226515,Газовые,19-1851,2025-09-27,2019-10-10,2019-10-13,2021-10-16
58226531,Газовые,19-1851,2025-06-27,2019-06-07,2020-11-30,2022-01-07
58226556,Газовые,19-1851,2018-05-20,2019-05-14,2020-05-20,2021-09-02
58226572,Газовые,19-1851,2025-07-18,2019-08-06,2019-09-06,2022-01-16
58226598,Газовые,19-1851,2025-06-26,2019-06-25,2018-06-26,2022-01-31
58226606,Газовые,19-1851,2024-11-02,2019-09-08,2020-02-24,2021-08-06
58226614,Газовые,19-1851,2026-06-30,2018-10-22,2019-06-30,2022-05-27
58233297,Газовые,11-1406,2021-03-10,2019-01-28,2019-06-27,2025-01-27
58235987,Газовые,14-94-1,2026-01-18,2019-09-12,2018-11-03,2022-07-09
58236159,Газовые,14-94-1,2025-08-25,2019-10-15,2019-05-19,2021-09-23
58236167,Газовые,14-94-1,2025-07-28,2019-04-23,2020-04-28,2023-07-15
58236423,Газовые,14-94-1,2025-08-20,2019-03-15,2018-08-30,2022-03-06
58236431,Газовые,14-94-1,2019-01-11,2020-02-03,2022-08-23,2022-08-12
58236456,Газовые,14-94-1,2026-03-28,2020-02-14,2019-12-09,2022-09-05
58236480,Газовые,14-94-1,2025-07-25,2019-07-12,2020-03-15,2021-07-22
58236498,Газовые,14-94-1,2026-10-25,2019-06-17,2018-08-19,2024-10-09
58236548,Газовые,14-94-1,2025-09-09,2019-09-21,2020-01-18,2022-09-23
58236639,Газовые,14-94-1,2026-01-18,2019-09-23,2018-12-09,2022-05-28
58236670,Газовые,14-94-1,2025-05-09,2019-12-19,2018-08-10,2022-05-28
58236720,Газовые,14-94-1,2026-02-27,2020-02-02,2018-12-14,2020-05-12
58236944,Газовые,14-94-1,2025-11-14,2019-09-18,2018-09-13,2023-09-03
76608009,Газовые,12-1037,2022-05-22,2018-06-25,2018-06-19,2020-05-22
76608355,Газовые,14-94-1,2022-04-05,2020-02-26,2020-12-06,2020-04-05
76608363,Газовые,14-94-1,2022-04-05,2020-03-31,2019-03-21,2020-04-05
76608389,Газовые,14-94-1,2022-04-05,2019-05-16,2020-05-28,2020-04-05
76608546,Газовые,14-94-1,2022-04-10,2020-04-09,2020-04-27,2020-04-10
76608660,Газовые,14-94-1,2022-05-05,2019-06-09,2018-07-26,2020-05-05
76608678,Газовые,14-94-1,2022-05-05,2020-04-24,2018-05-10,2020-05-05
76613884,Газовые,12-1037,2022-06-01,2020-02-21,2019-01-05,2020-06-01
50507383,Газовые,11-1406,2021-10-16,2019-11-17,2018-12-08,2025-02-16
50507482,Газовые,11-1406,2022-05-11,2019-09-11,2019-02-26,2025-09-10
50509538,Газовые,11-1406,2021-03-18,2019-04-20,2019-05-01,2023-04-08
50514249,Газовые,11-1406,2023-06-13,2019-11-21,2020-11-24,2023-10-30
50514769,Газовые,11-1406,2022-01-20,2018-10-27,2018-07-27,2018-10-27
50515105,Газовые,11-1406,2021-04-19,2018-09-25,2019-07-11,2024-09-24
50515568,Газовые,11-1406,2023-07-13,2019-06-18,2020-04-21,2020-04-23
50515816,Газовые,14-94-1,2026-05-24,2020-04-23,2019-05-24,2021-03-11
50536390,Газовые,19-1851,2025-03-31,2019-02-27,2020-01-14,2021-09-12
50809805,Газовые,14-94-1,2019-03-20,2018-10-18,2023-04-12,2024-10-18
50811504,Газовые,14-94-1,2019-01-20,2020-02-19,2018-08-09,2026-02-18
50815208,Газовые,14-94-1,2019-01-16,2018-09-27,2019-01-16,2024-09-26
50835156,Газовые,19-1851,2025-02-10,2019-03-01,2020-12-07,2021-04-25
50851930,Газовые,11-1406,2019-12-14,2019-08-02,2022-08-15,2023-10-20
50885177,Газовые,19-1851,2024-09-08,2018-09-07,2020-03-30,2022-08-21
50885201,Газовые,19-1851,2024-04-18,2020-04-19,2019-04-10,2022-03-23
50887348,Газовые,19-1851,2024-04-15,2020-04-09,2019-01-09,2022-03-29
50887371,Газовые,19-1851,2024-11-01,2019-02-22,2020-03-05,2021-05-22
50891795,Газовые,19-1851,2025-08-13,2019-06-06,2019-12-10,2022-01-18
76694629,Газовые,13-54-6,2023-11-18,2019-10-12,2020-01-13,2021-11-13
77395499,Газовые,11-160-9,2023-10-23,2019-08-10,2020-08-20,2021-10-23
50983568,Нефтебензиновые,17-182-9,2022-02-18,NULL,2019-02-18,NULL
50983592,Нефтебензиновые,17-182-9,2022-03-16,NULL,2019-03-16,NULL
50983600,Нефтебензиновые,17-182-9,2022-03-02,NULL,2019-03-02,NULL
54639463,Газовые,12-1037,2021-02-15,2019-02-15,2018-10-07,2019-02-15
55204218,Газовые,12-1037,2020-07-28,2018-07-28,2018-05-10,2018-07-28
55204549,Газовые,12-1037,2020-08-09,2018-08-09,2018-05-19,2018-08-09
55690465,Газовые,12-1037,2021-06-27,2019-06-27,2018-07-16,2019-06-27
57628885,Газовые,14-55-8,2019-07-13,2019-12-13,2022-12-20,2024-04-12
57701062,Газовые,12-1037,2019-12-04,2020-01-09,2022-03-28,2026-01-08
57788564,Газовые,11-1406,2020-01-19,2019-03-14,2018-05-21,2025-03-13
57800443,Газовые,11-1406,2027-05-22,2019-04-02,2018-12-28,2021-08-23
57814527,Газовые,11-1406,2020-02-26,2019-01-06,2018-08-22,2025-01-05
57818411,Газовые,11-1406,2019-01-19,2019-11-27,2018-07-10,2020-12-17
57818718,Газовые,11-1406,2019-03-14,2018-12-01,2021-12-05,2019-07-23
57819518,Газовые,11-1406,2020-07-21,2019-07-20,2022-12-06,2025-07-19
57821019,Газовые,11-1406,2019-09-17,2019-02-08,2022-02-28,2024-01-15
57821746,Газовые,14-55-8,2028-03-27,2020-03-07,2019-09-16,2020-04-19
57824500,Газовые,14-55-8,2023-10-05,2019-11-20,2019-02-05,2023-10-15
57824542,Газовые,14-55-8,2019-05-18,2019-12-06,2022-01-30,2023-10-20
57824567,Газовые,14-55-8,2019-09-14,2020-03-05,2022-04-27,2024-03-28
57828246,Газовые,14-55-8,2019-05-31,2019-02-22,2022-12-22,2025-02-21
57830689,Газовые,14-55-8,2025-08-10,2019-09-22,2020-09-29,2023-07-20
57833931,Газовые,10-156-2,2019-10-15,2020-02-08,2023-02-28,2022-09-18
57834558,Газовые,10-156-2,2018-06-06,2019-06-06,2021-10-15,2024-09-26
57835142,Газовые,10-156-2,2020-02-24,2019-03-04,2019-04-26,2025-03-03
57841751,Газовые,11-1406,2018-09-27,2019-09-05,2022-08-12,2019-09-05
57843948,Газовые,11-1406,2021-02-08,2019-10-07,2019-01-05,2024-09-24
57844482,Газовые,11-1406,2018-09-30,2018-10-01,2022-03-01,2024-10-01
57845125,Газовые,11-1406,2018-09-14,2019-08-19,2018-05-02,2023-09-07
57846040,Газовые,11-1406,2018-12-28,2018-09-28,2018-08-03,2024-09-27
57852477,Газовые,10-156-2,2024-05-02,2020-04-08,2018-05-03,2024-05-28
57863409,Газовые,11-1406,2019-11-06,2019-04-30,2022-08-19,2025-04-29
57864761,Газовые,11-1406,2020-03-28,2018-10-03,2022-03-28,2024-10-05
57865925,Газовые,11-1406,2019-11-15,2019-11-08,2022-11-26,2021-03-11
57883589,Газовые,11-1406,2021-11-18,2019-04-27,2019-05-21,2023-09-16
57884280,Газовые,11-1406,2021-07-15,2019-10-19,2020-05-16,2021-04-17
57888786,Газовые,11-1406,2019-07-08,2019-12-14,2018-06-13,2025-12-13
57894552,Газовые,11-1406,2021-02-08,2020-01-30,2023-02-08,2023-04-16
57895062,Газовые,11-1406,2022-12-01,2018-11-18,2018-12-14,2024-11-17
57895302,Газовые,11-1406,2021-02-25,2019-01-19,2020-09-16,2025-01-18
57896318,Газовые,11-1406,2020-01-04,2019-03-16,2022-09-13,2021-08-30
58157553,Газовые,14-94-1,2027-08-10,2020-01-30,2019-08-10,2024-01-17
58157728,Газовые,14-94-1,2018-07-18,2019-09-21,2021-11-28,2024-10-22
58159443,Газовые,14-94-1,2019-03-02,2020-03-26,2021-05-16,2024-04-02
58159534,Газовые,14-94-1,2019-01-24,2020-02-07,2021-02-03,2024-01-28
58189150,Газовые,14-94-1,2018-07-05,2019-03-16,2021-09-20,2023-03-11
58200858,Газовые,14-94-1,2019-03-23,2019-12-20,2022-12-26,2024-04-08
58208091,Газовые,12-1037,2019-10-22,2020-04-05,2018-07-31,2026-04-04
58224213,Газовые,19-1851,2025-03-13,2019-02-14,2019-03-06,2021-08-06
58226507,Газовые,19-1851,2025-11-11,2019-11-08,2018-07-23,2022-02-13
58236183,Газовые,14-94-1,2025-11-07,2019-10-07,2018-11-07,2021-09-19
58236811,Газовые,14-94-1,2025-03-21,2019-01-11,2019-04-03,2023-03-02
77377091,Газовые,11-160-9,2023-11-21,2019-09-15,2019-09-15,2021-11-11
76654003,Газовые,11-160-9,2023-03-01,2019-02-14,2019-01-09,2021-03-01
76659937,Газовые,11-160-9,2023-03-25,2019-06-24,2018-12-08,2021-03-25
77486397,Газовые,11-160-9,2023-12-13,2019-08-23,2019-07-01,2021-12-13
77488799,Газовые,11-160-9,2023-12-16,2019-12-25,2018-05-11,2021-12-16
77489698,Газовые,11-160-9,2023-12-18,2019-12-30,2019-12-19,2021-12-18
77489995,Газовые,11-160-9,2023-12-19,2019-12-02,2019-03-04,2021-12-19
77490092,Газовые,11-160-9,2023-12-20,2019-08-16,2018-11-12,2021-12-20
77491991,Газовые,11-160-9,2023-12-26,2019-12-15,2020-02-12,2021-12-26
77493096,Газовые,11-160-9,2023-12-27,2020-01-14,2020-02-07,2021-12-27
77493294,Газовые,11-160-9,2023-12-27,2020-01-05,2021-04-16,2021-12-27
77494797,Газовые,11-160-9,2023-12-28,2019-12-26,2019-02-14,2021-12-28
77495299,Газовые,11-160-9,2023-12-27,2019-12-28,2020-03-21,2021-12-27
77544799,Газовые,11-160-9,2024-01-16,2020-01-14,2020-06-07,2022-01-06
77544898,Газовые,11-160-9,2023-12-28,2019-11-29,2019-09-09,2021-12-28
77545093,Газовые,11-160-9,2023-12-26,2019-10-11,2019-02-18,2021-12-26
77386696,Газовые,11-160-9,2023-11-20,2019-07-22,2018-10-04,2021-11-15
77383297,Газовые,11-160-9,2023-11-29,2019-07-09,2019-01-11,2021-11-29
77404192,Газовые,11-160-9,2023-10-21,2019-09-02,2019-08-15,2021-10-21
77409092,Газовые,11-160-9,2023-10-22,2019-08-22,2021-03-01,2021-10-22
57803926,Газовые,11-1406,2020-12-21,2020-01-25,2018-05-16,2022-02-25
57823239,Газовые,14-55-8,2027-09-14,2020-01-13,2019-09-14,2024-01-25
58158130,Газовые,14-94-1,2018-07-12,2020-02-27,2021-04-05,2024-09-29
58158148,Газовые,14-94-1,2027-09-05,2020-03-06,2019-06-08,2024-03-26
50515253,Газовые,11-1406,2024-02-14,2020-03-16,2019-02-15,2024-02-05
50882828,Газовые,12-1037,2025-07-02,2019-06-12,2019-01-09,2020-01-16
57738619,Газовые,12-1037,2022-01-18,2020-01-15,2019-12-31,2020-02-04
57822116,Газовые,14-55-8,2019-05-18,2019-12-17,2022-12-22,2021-08-22
57865966,Газовые,11-1406,2019-03-04,2019-12-29,2018-07-01,2021-04-15
57893745,Газовые,11-1406,2020-11-23,2018-07-21,2019-03-04,2024-07-20
57895617,Газовые,11-1406,2022-04-15,2020-01-06,2018-07-04,2024-06-29
58158114,Газовые,14-94-1,2018-06-16,2018-11-01,2021-11-07,2024-11-01
76650316,Газовые,13-54-6,2023-03-15,2019-10-12,2020-05-10,2021-03-15
76684711,Газовые,11-160-9,2023-08-14,2019-07-25,2019-03-11,2021-08-14
77254092,Газовые,11-160-9,2023-08-28,2019-07-28,2018-08-13,2021-08-28
77382893,Газовые,11-160-9,2023-11-29,2019-03-04,2019-01-09,2021-11-29
77383396,Газовые,11-160-9,2023-11-29,2019-11-11,2020-02-13,2021-11-29
77378891,Газовые,11-160-9,2023-11-27,2019-05-13,2018-09-09,2021-11-27
50509280,Газовые,11-1406,2022-05-11,2019-07-06,2018-07-15,2025-07-05
50810241,Газовые,14-94-1,2019-05-14,2018-08-12,2021-05-14,2024-08-11
57815276,Газовые,11-1406,2019-04-18,2019-07-10,2021-04-18,2025-07-09
57823163,Газовые,14-55-8,2025-03-29,2019-05-02,2019-11-19,2025-05-01
57824468,Газовые,14-55-8,2018-10-16,2019-09-03,2022-02-17,2023-09-20
57828584,Газовые,14-55-8,2019-05-29,2019-10-23,2022-08-14,2019-12-26
57843526,Газовые,11-1406,2020-02-17,2020-01-26,2018-07-11,2020-01-26
57868143,Газовые,11-1406,2019-12-09,2018-04-07,2022-10-11,2022-04-24
57872053,Газовые,11-1406,2019-07-01,2019-07-10,2022-07-18,2021-07-16
57890303,Газовые,11-1406,2019-10-31,2020-03-14,2019-04-12,2024-04-05
58157231,Газовые,14-94-1,2028-01-12,2020-01-08,2020-01-12,2023-07-02
58207986,Газовые,12-1037,2019-04-03,2019-08-14,2022-08-28,2025-08-13
77324390,Газовые,11-160-9,2023-09-27,2019-06-21,2019-07-14,2021-09-27
77393494,Газовые,11-160-9,2023-11-28,2019-09-21,2019-06-01,2021-11-28
77696896,Газовые,14-168-2,2024-09-08,2018-08-20,2018-09-03,2022-09-08
77415891,Газовые,11-160-9,2023-12-03,2019-09-09,2019-04-20,2021-12-03
76655737,Газовые,11-160-9,2023-03-18,2019-01-08,2018-09-29,2021-03-18
77255792,Газовые,11-160-9,2023-08-28,2020-03-04,2021-03-12,2021-08-28
77256196,Газовые,11-160-9,2023-08-29,2019-07-18,2019-06-27,2021-08-29
77257897,Газовые,11-160-9,2023-08-30,2019-09-15,2018-11-15,2021-08-30
77258598,Газовые,11-160-9,2023-08-30,2019-04-01,2018-11-06,2021-08-30
77321099,Газовые,11-160-9,2023-09-19,2019-06-30,2018-11-01,2021-09-19
77321495,Газовые,11-160-9,2023-09-23,2019-03-07,2019-10-20,2021-09-23
77379998,Газовые,11-160-9,2023-11-28,2019-11-29,2019-11-24,2021-11-28
76692110,Газовые,13-54-6,2023-10-24,2019-03-26,2019-04-12,2021-10-24
77686491,Газовые,14-168-2,2024-08-23,2018-08-18,2018-11-18,2022-08-23
77688893,Газовые,14-168-2,2024-09-05,2018-08-28,2018-07-20,2022-09-05
77688992,Газовые,14-168-2,2024-09-05,2018-09-06,2018-10-22,2022-09-05
77689990,Газовые,14-168-2,2024-09-08,2019-04-25,2018-05-31,2022-09-08
77690592,Газовые,14-168-2,2024-09-10,2019-04-22,2018-05-29,2022-09-10
77694198,Газовые,14-168-2,2024-09-19,2018-09-15,2018-11-28,2022-09-19
77694693,Газовые,14-168-2,2024-09-01,2018-08-29,2019-02-26,2022-09-01
77696391,Газовые,14-168-2,2024-09-06,2020-04-24,2018-05-09,2022-09-06
77696995,Газовые,14-168-2,2024-09-08,2020-04-16,2019-04-26,2022-09-08
77697191,Газовые,14-168-2,2024-09-09,2018-09-01,2018-08-18,2022-09-09
77697795,Газовые,14-168-2,2024-09-11,2018-09-24,2018-09-19,2022-09-11
77697894,Газовые,14-168-2,2024-09-11,2019-04-26,2018-05-26,2022-09-11
77697993,Газовые,14-168-2,2024-09-11,2018-09-03,2019-02-07,2022-09-11
77698298,Газовые,14-168-2,2024-09-13,2018-09-04,2018-12-02,2022-09-13
77699098,Газовые,14-168-2,2024-09-15,2018-09-04,2018-09-02,2022-09-15
77699197,Газовые,14-168-2,2024-09-15,2018-09-08,2018-06-26,2022-09-15
77703296,Газовые,14-168-2,2024-09-27,2018-09-10,2019-02-19,2022-09-27
77704096,Газовые,14-168-2,2024-09-30,2018-09-07,2018-09-06,2022-09-30
77380392,Газовые,11-160-9,2023-11-29,2019-08-08,2018-10-15,2021-11-29
50507128,Газовые,11-1406,2020-02-23,2019-06-29,2023-02-09,2025-06-29
50513985,Газовые,11-1406,2022-07-29,2019-07-29,2018-10-28,2025-07-28
50810217,Газовые,14-94-1,2018-09-09,2018-06-30,2021-05-16,2024-06-29
50810431,Газовые,14-94-1,2018-09-18,2019-05-06,2021-06-23,2025-05-05
50812288,Газовые,14-94-1,2019-03-20,2019-12-20,2022-12-27,2024-06-21
50812338,Газовые,14-94-1,2018-08-19,2019-12-14,2021-06-10,2024-07-28
50812346,Газовые,14-94-1,2019-01-30,2019-12-10,2019-01-30,2025-12-09
50812379,Газовые,14-94-1,2019-11-21,2020-01-24,2023-01-31,2024-07-04
50812387,Газовые,14-94-1,2018-06-23,2018-07-15,2021-06-02,2024-07-13
